 ,, ,,,,,,,,,,,,2454,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,
Date,Order name,Client ,Status,Date requested,Date of delivery,Type1,Amt,Type2,Amt,Permit required,Note,KLIC ,Google Maps,PDOK,Waterkering ,Oppervlaktewater,Peil,EV1,EV2,EV3,EV4,EV5,Email1,Email2,Email3,Email4,Email5,Email6,,,,,,,,,,,,,,,,,,
25-11-2024,"TM24V051 Amsterdam, Hessenbergweg",TM,Delivered,16-Dec-2024,18-Dec-2024,N,1,,,-,,24O0176640,"Hettenheuvelweg 16, 1101 BN Amsterdam","https://app.pdok.nl/viewer/#x=124869.12&y=479597.59&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2024,"PZ24V003 Chaam, Bredaseweg",PZ,Waiting for approval,10-Dec-2024,30-Dec-2024,N,1,,,,,24G0829164,"https://www.google.com/maps/place/Bredaseweg+66,+4861+TD+Chaam,+Nederland/@51.5152146,4.8420157,1044m/data=!3m2!1e3!4b1!4m6!3m5!1s0x47c6a3ebf5d039f9:0x2b4618ec0a1adb55!8m2!3d51.5152146!4d4.844596!16s%2Fg%2F11bw42xgmz?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",https://app.pdok.nl/viewer/#x=133837.87&y=394796.71&z=14.0000&background=Luchtfoto&layers=,https://wdedommel.maps.arcgis.com/apps/instant/sidebar/index.html?appid=23a834ba19684851a978b08708f6e83b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2024,VW24V214 Rotterdam-Capelle ad IJssel ,VW,Delivered,16-Dec-2024,19-Dec-2024,Z,1,,,-,-13 /// 13 in total,24O0177193,https://maps.app.goo.gl/nMVbkYf3G8p27Kkh8,,https://opendata-hhsk.hub.arcgis.com/,https://opendata-hhsk.hub.arcgis.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2024,VW24V214 Rotterdam-Capelle ad IJssel ,VW,Delivered,16-Dec-2024,16-Dec-2024,Z,1,,,-,-01 /// 13 in total,24O0177187,https://maps.app.goo.gl/nMVbkYf3G8p27Kkh8,,https://opendata-hhsk.hub.arcgis.com/,https://opendata-hhsk.hub.arcgis.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2024,VW24V214 Rotterdam-Capelle ad IJssel ,VW,Delivered,16-Dec-2024,18-Dec-2024,Z,2,,,W,"-02, -03 /// 13 in total",24O0177188,https://maps.app.goo.gl/nMVbkYf3G8p27Kkh8,,https://opendata-hhsk.hub.arcgis.com/,https://opendata-hhsk.hub.arcgis.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2024,VW24V214 Rotterdam-Capelle ad IJssel ,VW,Delivered,16-Dec-2024,18-Dec-2024,Z,1,,,-,-04 /// 13 in total,24O0177189,https://maps.app.goo.gl/nMVbkYf3G8p27Kkh8,,https://opendata-hhsk.hub.arcgis.com/,https://opendata-hhsk.hub.arcgis.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2024,VW24V214 Rotterdam-Capelle ad IJssel ,VW,Delivered,16-Dec-2024,18-Dec-2024,Z,3,,,-,"-05, -06, -07 /// 13 in total",24O0177190,https://maps.app.goo.gl/nMVbkYf3G8p27Kkh8,,https://opendata-hhsk.hub.arcgis.com/,https://opendata-hhsk.hub.arcgis.com/,,,,,,,"Gem. Capelle aan den IJssel (05,06)",Stedin (06),"Ziggo (06,07)",,,,,,,,,,,,,,,,,,,,,
25-11-2024,VW24V214 Rotterdam-Capelle ad IJssel ,VW,Delivered,16-Dec-2024,18-Dec-2024,Z,3,,,W,"-08, -09, -10 /// 13 in total",24O0177191,https://maps.app.goo.gl/nMVbkYf3G8p27Kkh8,,https://opendata-hhsk.hub.arcgis.com/,https://opendata-hhsk.hub.arcgis.com/,,Evides Infra: water,Tennet: HS,,,,Gem. Capelle aan den IJssel (10),,,,,,,,,,,,,,,,,,,,,,,
25-11-2024,VW24V214 Rotterdam-Capelle ad IJssel ,VW,Delivered,16-Dec-2024,19-Dec-2024,Z,2,,,-,"-11(rev.1 is done), -12 /// 13 in total",24O0177192,https://maps.app.goo.gl/nMVbkYf3G8p27Kkh8,,https://opendata-hhsk.hub.arcgis.com/,https://opendata-hhsk.hub.arcgis.com/,,,,,,,Gem. Capelle aan den IJssel (11),,,,,,,,,,,,,,,,,,,,,,,
25-11-2024,"VW24V213 Leidschendam, Stompwijkseweg ",VW,Delivered,16-Dec-2024,13-Dec-2024,Z,1,,,W,,24O0176275,"Stompwijkseweg 33I, 2266 GD Leidschendam","https://app.pdok.nl/viewer/#x=89578.64&y=455831.49&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding",https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,,Dunea: water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-11-2024,"3D24V511 Medemblik, Koggenrandweg",3D,Waiting for approval,29-Nov-2024,3-Dec-2024,,,,,,,24G0820317,"Middenmeer, Nederland","https://app.pdok.nl/viewer/#x=135165.36&y=531473.87&z=13.6342&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding",https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,https://kaarten.hhnk.nl/portal/apps/experiencebuilder/experience/?id=51ae36990bf448248b105c8fbc9fbeb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-11-2024,"KB24V258 Hilversum, Vreelandseweg",KB,Delivered,13-Dec-2024,9-Dec-2024,N,1,,,-,,24O0176638,"Vreelandseweg 62 NZ, 1216 CH Hilversum","https://app.pdok.nl/viewer/#x=137955.88&y=470326.85&z=14.6102&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2024,TM24V046 Zwolle (-15),TM,Delivered,11-Dec-2024,14-Dec-2024,N,1,,,,,24O0175893,https://maps.app.goo.gl/Vgms6hYA1V3hLsUs7,,https://wdodelta.maps.arcgis.com/apps/instant/basic/index.html?appid=b84164114b70469ca1ba12d662946309,https://wdodelta.maps.arcgis.com/apps/PublicInformation/index.html?appid=f4d70462441647d1ab9073fd9f333d1c,,"Nederlandse Gasunie Oost
: BGI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2024,TM24V046 Zwolle (-14),TM,Delivered,11-Dec-2024,14-Dec-2024,N,1,,,,,24O0175892,https://maps.app.goo.gl/Vgms6hYA1V3hLsUs7,,https://wdodelta.maps.arcgis.com/apps/instant/basic/index.html?appid=b84164114b70469ca1ba12d662946309,https://wdodelta.maps.arcgis.com/apps/PublicInformation/index.html?appid=f4d70462441647d1ab9073fd9f333d1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2024,TM24V046 Zwolle (-13),TM,Delivered,11-Dec-2024,14-Dec-2024,N,1,,,,NidCONCEPT versie,24O0175891,https://maps.app.goo.gl/Vgms6hYA1V3hLsUs7,,https://wdodelta.maps.arcgis.com/apps/instant/basic/index.html?appid=b84164114b70469ca1ba12d662946309,https://wdodelta.maps.arcgis.com/apps/PublicInformation/index.html?appid=f4d70462441647d1ab9073fd9f333d1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2024,TM24V046 Zwolle (-12),TM,Delivered,11-Dec-2024,14-Dec-2024,N,1,,,,NidCONCEPT versie,24O0175890,https://maps.app.goo.gl/Vgms6hYA1V3hLsUs7,,https://wdodelta.maps.arcgis.com/apps/instant/basic/index.html?appid=b84164114b70469ca1ba12d662946309,https://wdodelta.maps.arcgis.com/apps/PublicInformation/index.html?appid=f4d70462441647d1ab9073fd9f333d1c,,Tennet: HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2024,TM24V046 Zwolle (-11),TM,Delivered,11-Dec-2024,11-Dec-2024,N,1,,,,,24O0178971,https://maps.app.goo.gl/Vgms6hYA1V3hLsUs7,,https://wdodelta.maps.arcgis.com/apps/instant/basic/index.html?appid=b84164114b70469ca1ba12d662946309,https://wdodelta.maps.arcgis.com/apps/PublicInformation/index.html?appid=f4d70462441647d1ab9073fd9f333d1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2024,TM24V046 Zwolle (-10),TM,Delivered,11-Dec-2024,11-Dec-2024,N,1,,,,,24O0175889,https://maps.app.goo.gl/Vgms6hYA1V3hLsUs7,,https://wdodelta.maps.arcgis.com/apps/instant/basic/index.html?appid=b84164114b70469ca1ba12d662946309,https://wdodelta.maps.arcgis.com/apps/PublicInformation/index.html?appid=f4d70462441647d1ab9073fd9f333d1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2024,TM24V046 Zwolle (-09),TM,Delivered,11-Dec-2024,11-Dec-2024,N,1,,,,rev.1 is done (only 1m from N35),24O0175888,https://maps.app.goo.gl/Vgms6hYA1V3hLsUs7,,https://wdodelta.maps.arcgis.com/apps/instant/basic/index.html?appid=b84164114b70469ca1ba12d662946309,https://wdodelta.maps.arcgis.com/apps/PublicInformation/index.html?appid=f4d70462441647d1ab9073fd9f333d1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2024,TM24V046 Zwolle (-08),TM,Waiting for approval,11-Dec-2024,11-Dec-2024,N,1,,,,-08-rev.2 zie notes in -0,24O0175887,https://maps.app.goo.gl/Vgms6hYA1V3hLsUs7,,https://wdodelta.maps.arcgis.com/apps/instant/basic/index.html?appid=b84164114b70469ca1ba12d662946309,https://wdodelta.maps.arcgis.com/apps/PublicInformation/index.html?appid=f4d70462441647d1ab9073fd9f333d1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2024,TM24V046 Zwolle (-07),TM,Delivered,11-Dec-2024,11-Dec-2024,N,1,,,,,24O0175886,https://maps.app.goo.gl/Vgms6hYA1V3hLsUs7,,https://wdodelta.maps.arcgis.com/apps/instant/basic/index.html?appid=b84164114b70469ca1ba12d662946309,https://wdodelta.maps.arcgis.com/apps/PublicInformation/index.html?appid=f4d70462441647d1ab9073fd9f333d1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-11-2024,PZ24V002 Tilburg ,PZ,Waiting for approval,10-Dec-2024,13-Dec-2024,N,2,,,,"-02, -03 ",24O0169396,https://maps.app.goo.gl/M1AEVWz1AGr2efqC7,https://app.pdok.nl/viewer/#x=133837.87&y=394796.71&z=14.0000&background=Luchtfoto&layers=,https://wdedommel.maps.arcgis.com/apps/instant/sidebar/index.html?appid=23a834ba19684851a978b08708f6e83b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-11-2024,PZ24V002 Tilburg ,PZ,Waiting for approval,10-Dec-2024,12-Dec-2024,N,1,,,,-04 Ø50 Swalm,24O0169398,https://maps.app.goo.gl/M1AEVWz1AGr2efqC7,https://app.pdok.nl/viewer/#x=133837.87&y=394796.71&z=14.0000&background=Luchtfoto&layers=,https://wdedommel.maps.arcgis.com/apps/instant/sidebar/index.html?appid=23a834ba19684851a978b08708f6e83b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-11-2024,PZ24V002 Tilburg,PZ,Delivered,10-Dec-2024,2-Dec-2024,N,1,,,,-01 Ø50 Tatraweg,24O0169397 ,https://maps.app.goo.gl/M1AEVWz1AGr2efqC7,https://app.pdok.nl/viewer/#x=133837.87&y=394796.71&z=14.0000&background=Luchtfoto&layers=,https://wdedommel.maps.arcgis.com/apps/instant/sidebar/index.html?appid=23a834ba19684851a978b08708f6e83b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2024,"KB24V257 Nijemirdum, Sânfeartsdyk",KB,Waiting for approval,9-Dec-2024,9-Dec-2024,Z,1,,,W,Boogboring?,24O0175880,"Sânfeartsdyk 1, Nijemirdum",https://app.pdok.nl/viewer/#x=167676.87&y=539668.44&z=14.0000&background=Luchtfoto&layers=,,https://gis.wetterskipfryslan.nl/portal/apps/webappviewer/index.html?id=e942646b322249bda805f71286708296&extent=113105.9124%2C531949.8273%2C241020.5683%2C615566.7945%2C28992,https://gis.wetterskipfryslan.nl/portal/apps/webappviewer/index.html?id=b2c9be874ff44f36af477573381b0325&amp;extent=130501.7292%2C530965.4778%2C246935.562%2C612448.8407%2C28992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-11-2024,"3D24V510 De Goorn, Vlakdissel",3D,Waiting for approval,5-Dec-2024,,B,1,,,-,HDD Ø110,24O0167301,Vlakdissel 7 DE GOORN,https://app.pdok.nl/viewer/#x=125805.45&y=515795.41&z=14.0000&background=Luchtfoto&layers=,https://kaarten.hhnk.nl/portal/apps/webappviewer/index.html?id=d2de3caed0ba442290991e1f5b404e1a,https://kaarten.hhnk.nl/portal/apps/experiencebuilder/experience/?id=51ae36990bf448248b105c8fbc9fbeb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2024,"EN24V007 Leidschendam, Wilsveen",EN,Waiting for approval,22-Nov-2024,,N,5,,,,-01 tot -05 (22 in total) /// Zie nieuw Benodigde boorprofielen Stompwijk.xlsx,24O0165863,https://maps.app.goo.gl/RFFLFv7zVgp9CeXF6,https://app.pdok.nl/viewer/#x=88702.01&y=454301.65&z=13.7807&background=Luchtfoto&layers=,https://www.rijnland.net/regels-op-een-rij/legger/,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2024,EN24V007 Leidschendam (6),EN,Waiting for approval,4-Dec-2024,18-Dec-2024,Z,1,,,W,-21 (Nid versie) (21 in total),24O0176637,https://maps.app.goo.gl/HD1ofp159r7k4Q9a6,,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,,Nederlandse Gasunie West: BGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2024,EN24V007 Leidschendam (5),EN,Waiting for approval,4-Dec-2024,6-Dec-2024,Z,2,,,W,"-18, -19 (21 in total)",24O0176280,https://maps.app.goo.gl/HD1ofp159r7k4Q9a6,,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,,Dunea: water,,,,,Stedin,,,,,,,,,,,,,,,,,,,,,,,
13-11-2024,EN24V007 Leidschendam (4),EN,Waiting for approval,4-Dec-2024,12-Dec-2024,Z,2,,,W,"-16, -17  (21 in total)",24O0176276,https://maps.app.goo.gl/HD1ofp159r7k4Q9a6,,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,,Dunea: water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2024,EN24V007 Leidschendam (3),EN,Waiting for approval,4-Dec-2024,13-Dec-2024,Z,4,,,W,"-12, -13, -14, -15 (21 in total)",24O0176275,https://maps.app.goo.gl/HD1ofp159r7k4Q9a6,,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,,Dunea: water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2024,EN24V007 Leidschendam (2),EN,Waiting for approval,4-Dec-2024,6-Dec-2024,Z,3,,,W,"-10(Nano ivp BZ), -11, -20 (21 in total)",24O0176258,https://maps.app.goo.gl/HD1ofp159r7k4Q9a6,,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,https://rijnland.maps.arcgis.com/apps/MinimalGallery/index.html?appid=24180ed35ccf40a7829334b391816442#viewer=5469a9663c5e4643b10efe6da9a15ae2,Dunea: water,Nederlandse Gasunie West: BGI,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2024,EN24V007 Leidschendam (1),EN,Waiting for approval,4-Dec-2024,6-Dec-2024,Z,3,,,W,"-06(cancelled), -07, -08(damwand), -09(damwand) (21 in total)",24O0176254,https://maps.app.goo.gl/HD1ofp159r7k4Q9a6,,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,,Dunea: water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2024,"DX24V308 Amstelhoek, Amstelkade",DX,Waiting for approval,4-Dec-2024,13-Dec-2024,B,4,,,W,"-01, -02, -03, -04 /// 5 in total",24O0165812 ,https://maps.app.goo.gl/Er1mYS9SgXGpSSor7,https://app.pdok.nl/viewer/#x=117498.82&y=471956.82&z=14.0000&background=Luchtfoto&layers=,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1&page=Legger-waterschap-AGV&views=Legenda,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1&page=Legger-waterschap-AGV&views=Legenda,,DPO,,,,,KPN,,,,,,,,,,,,,,,,,,,,,,,
13-11-2024,"DX24V308 Amstelhoek, Amstelkade",DX,Waiting for approval,4-Dec-2024,13-Dec-2024,B,1,,,W,-05 /// 5 in total,24O0165817,https://maps.app.goo.gl/Er1mYS9SgXGpSSor7,https://app.pdok.nl/viewer/#x=117498.82&y=471956.82&z=14.0000&background=Luchtfoto&layers=,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1&page=Legger-waterschap-AGV&views=Legenda,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1&page=Legger-waterschap-AGV&views=Legenda,,DPO,,,,,KPN,,,,,,,,,,,,,,,,,,,,,,,
12-11-2024,"QG24V112 's-Graveland, Noordereinde",QG,Waiting for approval,3-Dec-2024,13-Dec-2024,B,3,,,W,NidCONCEPT versie,24O0165861,"Noordereinde 60, 1243 JJ 's-Graveland",https://app.pdok.nl/viewer/#x=136892.00&y=474021.00&z=14.0000&background=Luchtfoto&layers=,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,Liander: HS,PWN: water,Waterne: OVG,,,Gem. Wijdemeren,,,,,,,,,,,,,,,,,,,,,,,
12-11-2024,"KB24V256 Amsterdam, Derkinderenstraat",KB,Delivered,3-Dec-2024,29-Nov-2024,Z,1,,,,,24O0169399,"Derkinderenstraat 177, 1061 TE Amsterdam",https://app.pdok.nl/viewer/#x=117738.18&y=486373.77&z=15.1586&background=Luchtfoto&layers=,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-11-2024,"RD24V209 Den Burg, Gerritslanderdijkje",RD,Delivered,3-Dec-2024,2-Dec-2024,B,1,,,-,HDD Ø110,24O0093624,"Gerritslanderdijkje 152, 1791 NG Den Burg",https://app.pdok.nl/viewer/#x=112688.29&y=564755.45&z=15.0094&background=Luchtfoto&layers=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-11-2024,"KB24V255 Almere, De Steiger",KB,Cancelled,28-Nov-2024,,B,1,,,-,info persriool gemeente pending   HDD Ø110,24O0162275,"De Steiger 131, 1351 AM Almere","https://app.pdok.nl/viewer/#x=143986.16&y=484675.01&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding",https://experience.arcgis.com/experience/8911478aa46b44fcbd19bb1aacb50eb4/page/Legger-Keringen/,https://experience.arcgis.com/experience/d122fc8b91644543a693efd75233d2cc/page/Informatieproducten/,,Waterschap Zuiderzeeland: ROD,,,,,Gem. Almere (Persleiding),Waterschap Zuiderzeeland,,,,,,,,,,,,,,,,,,,,,,
6-11-2024,"3D24V509 Halfweg, Haarlemmerstraatweg ",3D,Delivered,21-Nov-2024,30-Nov-2024,B,1,,,-,Concept uitwerken,24O0100026,"Haarlemmerstraatweg 149, 1165 MK Halfweg","https://app.pdok.nl/viewer/#x=109139.52&y=488731.39&z=13.6667&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding",https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=354c405809234724b839558ed8bc1a9e,https://rijnland.maps.arcgis.com/apps/webappviewer/index.html?id=25694eb316fc45e08a47413f80ae8f9f,https://rijnland.maps.arcgis.com/apps/MinimalGallery/index.html?appid=24180ed35ccf40a7829334b391816442#viewer=5469a9663c5e4643b10efe6da9a15ae2,Liander: HS,Nederlandse Gasunie West: BGI,Waternet: water,,,Nederlandse Gasunie West,Liander (HS),Rijkswaterstaat West-Nederland Noord,PWN,Haarlemmermeer,,,,,,,,,,,,,,,,,,,
5-11-2024,"TM24V050 Amsterdam, Europaplein",TM,Delivered,26-Nov-2024,29-Nov-2024,N,1,,,-,63mm z/r. Mail Waternet aangaande waterleding ontvangen,24O0161481,"Europaplein 18, 1078 GZ Amsterdam","https://app.pdok.nl/viewer/#x=120933.11&y=483632.24&z=13.3333&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,,Waternet: OVG,,,,,Vattenfall,,,,,,,,,,,,,,,,,,,,,,,
5-11-2024,"QG24V111 Kudelstaart, Kudelstaartseweg",QG,Delivered,26-Nov-2024,9-Dec-2024,Z,1,,,W,,24O0161493,"Kudelstaartseweg 150, 1433 GN Kudelstaart","https://app.pdok.nl/viewer/#x=111673.48&y=472893.55&z=14.0000&background=Luchtfoto&layers=3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerBouwwerk,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerGebied,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLeiding,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPomp,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerPut,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;BeheerLozing,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingPunt,3e2fb829-3c81-45b5-a65c-95ecc2d891d4;AansluitingLeiding",https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,https://maps.waternet.nl/portal/apps/experiencebuilder/experience/?id=36500ca8332b489182bf9ab83427cbc1,,DELTA Fiber: data,Waternet: OVG,,,,,,,,,,,,,,,,,,,,,,,,,,,
